,Date,Price,calendar_quarter
61,2013-10-31,3.3399999141693115,Q4 2013
62,2013-11-30,3.640000104904175,Q4 2013
63,2013-12-31,3.869999885559082,Q4 2013
64,2014-01-31,3.430000066757202,Q1 2014
65,2014-02-28,3.7100000381469727,Q1 2014
66,2014-03-31,4.010000228881836,Q1 2014
67,2014-04-30,4.090000152587891,Q2 2014
68,2014-05-31,4.0,Q2 2014
69,2014-06-30,4.190000057220459,Q2 2014
70,2014-07-31,3.9100000858306885,Q3 2014
71,2014-08-31,4.170000076293945,Q3 2014
72,2014-09-30,3.4100000858306885,Q3 2014
73,2014-10-31,2.799999952316284,Q4 2014
74,2014-11-30,2.7899999618530273,Q4 2014
75,2014-12-31,2.6700000762939453,Q4 2014
76,2015-01-31,2.569999933242798,Q1 2015
77,2015-02-28,3.109999895095825,Q1 2015
78,2015-03-31,2.680000066757202,Q1 2015
79,2015-04-30,2.259999990463257,Q2 2015
80,2015-05-31,2.2799999713897705,Q2 2015
81,2015-06-30,2.4000000953674316,Q2 2015
82,2015-07-31,1.9299999475479126,Q3 2015
83,2015-08-31,1.809999942779541,Q3 2015
84,2015-09-30,1.7200000286102295,Q3 2015
85,2015-10-31,2.119999885559082,Q4 2015
86,2015-11-30,2.359999895095825,Q4 2015
87,2015-12-31,2.869999885559082,Q4 2015
88,2016-01-31,2.200000047683716,Q1 2016
89,2016-02-29,2.140000104904175,Q1 2016
90,2016-03-31,2.8499999046325684,Q1 2016
91,2016-04-30,3.549999952316284,Q2 2016
92,2016-05-31,4.570000171661377,Q2 2016
93,2016-06-30,5.139999866485596,Q2 2016
94,2016-07-31,6.860000133514404,Q3 2016
95,2016-08-31,7.400000095367432,Q3 2016
96,2016-09-30,6.909999847412109,Q3 2016
97,2016-10-31,7.230000019073486,Q4 2016
98,2016-11-30,8.90999984741211,Q4 2016
99,2016-12-31,11.34000015258789,Q4 2016
100,2017-01-31,10.369999885559082,Q1 2017
101,2017-02-28,14.460000038146973,Q1 2017
102,2017-03-31,14.550000190734863,Q1 2017
103,2017-04-30,13.300000190734863,Q2 2017
104,2017-05-31,11.1899995803833,Q2 2017
105,2017-06-30,12.479999542236328,Q2 2017
106,2017-07-31,13.609999656677246,Q3 2017
107,2017-08-31,13.0,Q3 2017
108,2017-09-30,12.75,Q3 2017
109,2017-10-31,10.989999771118164,Q4 2017
110,2017-11-30,10.890000343322754,Q4 2017
111,2017-12-31,10.279999732971191,Q4 2017
112,2018-01-31,13.739999771118164,Q1 2018
113,2018-02-28,12.109999656677246,Q1 2018
114,2018-03-31,10.050000190734863,Q1 2018
115,2018-04-30,10.880000114440918,Q2 2018
116,2018-05-31,13.729999542236328,Q2 2018
117,2018-06-30,14.989999771118164,Q2 2018
118,2018-07-31,18.329999923706055,Q3 2018
119,2018-08-31,25.170000076293945,Q3 2018
120,2018-09-30,30.889999389648438,Q3 2018
121,2018-10-31,18.209999084472656,Q4 2018
122,2018-11-30,21.299999237060547,Q4 2018
123,2018-12-31,18.459999084472656,Q4 2018
124,2019-01-31,24.40999984741211,Q1 2019
125,2019-02-28,23.530000686645508,Q1 2019
126,2019-03-31,25.520000457763672,Q1 2019
127,2019-04-30,27.6299991607666,Q2 2019
128,2019-05-31,27.40999984741211,Q2 2019
129,2019-06-30,30.3700008392334,Q2 2019
130,2019-07-31,30.450000762939453,Q3 2019
131,2019-08-31,31.450000762939453,Q3 2019
132,2019-09-30,28.989999771118164,Q3 2019
133,2019-10-31,33.93000030517578,Q4 2019
134,2019-11-30,39.150001525878906,Q4 2019
135,2019-12-31,45.86000061035156,Q4 2019
136,2020-01-31,47.0,Q1 2020
137,2020-02-29,45.47999954223633,Q1 2020
138,2020-03-31,45.47999954223633,Q1 2020
139,2020-04-30,52.38999938964844,Q2 2020
140,2020-05-31,53.79999923706055,Q2 2020
141,2020-06-30,52.61000061035156,Q2 2020
142,2020-07-31,77.43000030517578,Q3 2020
143,2020-08-31,90.81999969482422,Q3 2020
144,2020-09-30,81.98999786376953,Q3 2020
145,2020-10-31,75.29000091552734,Q4 2020
146,2020-11-30,92.66000366210938,Q4 2020
147,2020-12-31,91.70999908447266,Q4 2020
148,2021-01-31,85.63999938964844,Q1 2021
149,2021-02-28,84.51000213623047,Q1 2021
150,2021-03-31,78.5,Q1 2021
151,2021-04-30,81.62000274658203,Q2 2021
152,2021-05-31,80.08000183105469,Q2 2021
153,2021-06-30,93.93000030517578,Q2 2021
154,2021-07-31,106.19000244140625,Q3 2021
155,2021-08-31,110.72000122070312,Q3 2021
156,2021-09-30,102.9000015258789,Q3 2021
157,2021-10-31,120.2300033569336,Q4 2021
158,2021-11-30,158.3699951171875,Q4 2021
159,2021-12-31,143.89999389648438,Q4 2021
160,2022-01-31,114.25,Q1 2022
161,2022-02-28,123.33999633789062,Q1 2022
162,2022-03-31,109.33999633789062,Q1 2022
163,2022-04-30,85.5199966430664,Q2 2022
164,2022-05-31,101.86000061035156,Q2 2022
165,2022-06-30,76.47000122070312,Q2 2022
166,2022-07-31,94.47000122070312,Q3 2022
167,2022-08-31,84.87000274658203,Q3 2022
168,2022-09-30,63.36000061035156,Q3 2022
169,2022-10-31,60.060001373291016,Q4 2022
170,2022-11-30,77.62999725341797,Q4 2022
171,2022-12-31,64.7699966430664,Q4 2022
172,2023-01-31,75.1500015258789,Q1 2023
173,2023-02-28,78.58000183105469,Q1 2023
174,2023-03-31,98.01000213623047,Q1 2023
175,2023-04-30,89.37000274658203,Q2 2023
176,2023-05-31,118.20999908447266,Q2 2023
177,2023-06-30,113.91000366210938,Q2 2023
178,2023-07-31,114.4000015258789,Q3 2023
179,2023-08-31,105.72000122070312,Q3 2023
180,2023-09-30,102.81999969482422,Q3 2023
181,2023-10-31,98.5,Q4 2023
182,2023-11-30,121.16000366210938,Q4 2023
183,2023-12-31,147.41000366210938,Q4 2023
184,2024-01-31,167.69000244140625,Q1 2024
185,2024-02-29,192.52999877929688,Q1 2024
186,2024-03-31,180.49000549316406,Q1 2024
187,2024-04-30,158.3800048828125,Q2 2024
188,2024-05-31,166.89999389648438,Q2 2024
189,2024-06-30,162.2100067138672,Q2 2024
190,2024-07-31,144.47999572753906,Q3 2024
191,2024-08-31,148.55999755859375,Q3 2024
192,2024-09-30,164.0800018310547,Q3 2024
193,2024-10-31,144.07000732421875,Q4 2024
194,2024-11-30,137.17999267578125,Q4 2024
195,2024-12-31,120.79000091552734,Q4 2024
196,2025-01-31,115.94999694824219,Q1 2025
197,2025-02-28,99.86000061035156,Q1 2025
198,2025-03-31,102.73999786376953,Q1 2025
199,2025-04-30,97.3499984741211,Q2 2025
200,2025-05-31,110.7300033569336,Q2 2025
201,2025-06-30,141.89999389648438,Q2 2025
202,2025-07-31,176.30999755859375,Q3 2025
203,2025-08-31,162.6300048828125,Q3 2025
204,2025-09-30,161.7899932861328,Q3 2025
