,Date,Price,calendar_quarter
145,2020-10-31,447.1000061035156,Q4 2020
146,2020-11-30,478.4700012207031,Q4 2020
147,2020-12-31,500.1199951171875,Q4 2020
148,2021-01-31,458.7699890136719,Q1 2021
149,2021-02-28,459.6700134277344,Q1 2021
150,2021-03-31,475.3699951171875,Q1 2021
151,2021-04-30,508.3399963378906,Q2 2021
152,2021-05-31,504.5799865722656,Q2 2021
153,2021-06-30,585.6400146484375,Q2 2021
154,2021-07-31,621.6300048828125,Q3 2021
155,2021-08-31,663.7000122070312,Q3 2021
156,2021-09-30,575.719970703125,Q3 2021
157,2021-10-31,650.3599853515625,Q4 2021
158,2021-11-30,669.8499755859375,Q4 2021
159,2021-12-31,567.0599975585938,Q4 2021
160,2022-01-31,534.2999877929688,Q1 2022
161,2022-02-28,467.67999267578125,Q1 2022
162,2022-03-31,455.6199951171875,Q1 2022
163,2022-04-30,395.95001220703125,Q2 2022
164,2022-05-31,416.4800109863281,Q2 2022
165,2022-06-30,366.05999755859375,Q2 2022
166,2022-07-31,410.1199951171875,Q3 2022
167,2022-08-31,373.44000244140625,Q3 2022
168,2022-09-30,275.20001220703125,Q3 2022
169,2022-10-31,318.5,Q4 2022
170,2022-11-30,344.92999267578125,Q4 2022
171,2022-12-31,336.5299987792969,Q4 2022
172,2023-01-31,370.3399963378906,Q1 2023
173,2023-02-28,323.95001220703125,Q1 2023
174,2023-03-31,385.3699951171875,Q1 2023
175,2023-04-30,377.55999755859375,Q2 2023
176,2023-05-31,417.7900085449219,Q2 2023
177,2023-06-30,488.989990234375,Q2 2023
178,2023-07-31,546.1699829101562,Q3 2023
179,2023-08-31,559.3400268554688,Q3 2023
180,2023-09-30,509.8999938964844,Q3 2023
181,2023-10-31,532.0599975585938,Q4 2023
182,2023-11-30,611.010009765625,Q4 2023
183,2023-12-31,596.5999755859375,Q4 2023
184,2024-01-31,617.780029296875,Q1 2024
185,2024-02-29,560.280029296875,Q1 2024
186,2024-03-31,504.6000061035156,Q1 2024
187,2024-04-30,462.8299865722656,Q2 2024
188,2024-05-31,444.760009765625,Q2 2024
189,2024-06-30,555.5399780273438,Q2 2024
190,2024-07-31,551.6500244140625,Q3 2024
191,2024-08-31,574.4099731445312,Q3 2024
192,2024-09-30,517.780029296875,Q3 2024
193,2024-10-31,478.0799865722656,Q4 2024
194,2024-11-30,515.9299926757812,Q4 2024
195,2024-12-31,444.67999267578125,Q4 2024
196,2025-01-31,437.45001220703125,Q1 2025
197,2025-02-28,438.55999755859375,Q1 2025
198,2025-03-31,383.5299987792969,Q1 2025
199,2025-04-30,374.9800109863281,Q2 2025
200,2025-05-31,415.0899963378906,Q2 2025
201,2025-06-30,386.8800048828125,Q2 2025
202,2025-07-31,357.69000244140625,Q3 2025
203,2025-08-31,356.70001220703125,Q3 2025
204,2025-09-30,354.3699951171875,Q3 2025
